1274,양정식,99,054-048-5714,M,민은서,041-870-5938,자녀,360225-1168001,xx-xxxxx-xxx,기업,서울시 강남구 ??동,70,37,127,False,좋은 집,1274,1274,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.DDDGG,False,True,False,True,True,False,False,False,True,True,1274,1274,이후에 format 수정
1275,박지후,69,043-758-8537,M,황정훈,011-423-8429,자녀,870024-2207122,xx-xxxxx-xxx,케이,서울시 강남구 ??동,70,37,127,False,좋은 집,1275,1275,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.VL,False,False,True,True,True,False,False,False,False,True,1275,1275,이후에 format 수정
1276,오정훈,96,032-686-9817,F,한선영,016-353-2485,자녀,470416-1277558,xx-xxxxx-xxx,기업,서울시 강남구 ??동,70,37,127,False,좋은 집,1276,1276,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.VL,True,True,False,True,False,True,True,False,True,True,1276,1276,이후에 format 수정
1277,서미영,88,016-522-0710,M,이정호,019-923-7812,자녀,730605-2913650,xx-xxxxx-xxx,카카오,서울시 강남구 ??동,70,37,127,True,좋은 집,1277,1277,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.VL,False,False,True,False,False,True,False,True,False,True,1277,1277,이후에 format 수정
1278,강예지,73,070-8519-9064,M,하시우,031-162-9916,자녀,320729-1237910,xx-xxxxx-xxx,우리,서울시 강남구 ??동,70,37,127,True,좋은 집,1278,1278,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.DDDGG,False,True,True,False,False,True,False,True,True,True,1278,1278,이후에 format 수정
1279,한영순,72,061-545-4111,F,이승민,017-956-9561,자녀,840904-2398185,xx-xxxxx-xxx,경남,서울시 강남구 ??동,70,37,127,False,좋은 집,1279,1279,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.VL,False,True,False,False,False,True,True,True,True,False,1279,1279,이후에 format 수정
1280,장진우,91,062-871-2933,M,김서연,053-541-4065,자녀,280120-2762624,xx-xxxxx-xxx,카카오,서울시 강남구 ??동,70,37,127,False,좋은 집,1280,1280,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.OR,False,False,False,True,True,False,False,False,False,True,1280,1280,이후에 format 수정
1281,이재호,82,063-170-1839,M,김영호,053-171-3015,자녀,370427-2399078,xx-xxxxx-xxx,산업,서울시 강남구 ??동,70,37,127,False,좋은 집,1281,1281,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.VL,False,False,True,True,False,True,True,False,True,False,1281,1281,이후에 format 수정
1282,엄영철,81,044-028-0286,F,박승현,051-144-1577,자녀,220902-1770580,xx-xxxxx-xxx,국민,서울시 강남구 ??동,70,37,127,False,좋은 집,1282,1282,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.VL,True,False,False,False,False,False,True,False,True,False,1282,1282,이후에 format 수정
1283,최유진,65,011-558-7456,F,이상훈,016-667-5099,자녀,040123-1093079,xx-xxxxx-xxx,제주,서울시 강남구 ??동,70,37,127,False,좋은 집,1283,1283,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.APT,False,True,False,True,True,True,True,True,False,True,1283,1283,이후에 format 수정
1284,최순자,80,018-861-4853,F,조옥순,032-840-5547,자녀,420502-1062981,xx-xxxxx-xxx,신한,서울시 강남구 ??동,70,37,127,False,좋은 집,1284,1284,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.OR,False,True,True,True,True,False,False,True,False,False,1284,1284,이후에 format 수정
1285,박수진,79,061-178-6829,F,강춘자,032-617-5319,자녀,440409-1795854,xx-xxxxx-xxx,하나,서울시 강남구 ??동,70,37,127,True,좋은 집,1285,1285,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.VL,False,True,False,True,False,True,True,False,True,False,1285,1285,이후에 format 수정
1286,김예진,74,054-557-6108,F,김지아,044-282-0055,자녀,260903-1287313,xx-xxxxx-xxx,대구,서울시 강남구 ??동,70,37,127,True,좋은 집,1286,1286,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.OR,False,False,True,True,True,True,True,True,True,False,1286,1286,이후에 format 수정
1287,이준서,97,031-993-9274,F,박민지,018-450-0824,자녀,830203-1528748,xx-xxxxx-xxx,씨티,서울시 강남구 ??동,70,37,127,True,좋은 집,1287,1287,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.JT,False,False,False,False,False,True,False,True,True,True,1287,1287,이후에 format 수정
1288,김미숙,88,055-809-6726,M,박민서,018-889-1167,자녀,100509-2361407,xx-xxxxx-xxx,우체국,서울시 강남구 ??동,70,37,127,False,좋은 집,1288,1288,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.JT,False,False,True,True,False,True,True,False,False,True,1288,1288,이후에 format 수정
1289,주미영,88,02-2652-6199,F,우성훈,031-713-4476,자녀,190000-1114899,xx-xxxxx-xxx,기업,서울시 강남구 ??동,70,37,127,False,좋은 집,1289,1289,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.APT,False,False,True,True,True,True,False,False,True,False,1289,1289,이후에 format 수정
1290,김민수,65,051-270-8091,M,백미정,044-765-2716,자녀,020123-2104189,xx-xxxxx-xxx,토스,서울시 강남구 ??동,70,37,127,False,좋은 집,1290,1290,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.VL,False,False,True,False,False,False,True,False,False,True,1290,1290,이후에 format 수정
1291,강준혁,92,051-374-6320,F,김준혁,043-902-9089,자녀,990115-2549178,xx-xxxxx-xxx,토스,서울시 강남구 ??동,70,37,127,False,좋은 집,1291,1291,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.VL,False,True,True,False,False,True,False,True,True,False,1291,1291,이후에 format 수정
1292,김성진,99,051-118-5809,F,강도현,016-872-1266,자녀,660625-1529976,xx-xxxxx-xxx,경남,서울시 강남구 ??동,70,37,127,True,좋은 집,1292,1292,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.JT,False,False,False,False,True,True,False,True,False,False,1292,1292,이후에 format 수정
1293,김영미,83,018-573-2636,M,이명숙,032-385-5740,자녀,820612-2894896,xx-xxxxx-xxx,우체국,서울시 강남구 ??동,70,37,127,True,좋은 집,1293,1293,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.APT,False,True,True,False,False,True,False,True,False,True,1293,1293,이후에 format 수정
1294,김중수,95,010-6180-3078,F,주서현,053-753-6277,자녀,360419-2704159,xx-xxxxx-xxx,우체국,서울시 강남구 ??동,70,37,127,True,좋은 집,1294,1294,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.OPST,True,False,False,False,False,False,False,True,False,False,1294,1294,이후에 format 수정
1295,김영환,86,018-762-0302,F,이은경,042-893-8585,자녀,610508-1863210,xx-xxxxx-xxx,전북,서울시 강남구 ??동,70,37,127,True,좋은 집,1295,1295,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.OR,False,False,True,False,False,True,True,False,True,True,1295,1295,이후에 format 수정
1296,박영환,98,019-606-9677,M,엄수민,010-7849-2842,자녀,240317-1249934,xx-xxxxx-xxx,부산,서울시 강남구 ??동,70,37,127,False,좋은 집,1296,1296,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.OPST,True,False,True,False,False,True,False,False,True,True,1296,1296,이후에 format 수정
1297,강종수,70,044-478-7191,M,조지아,064-796-1790,자녀,740201-1455206,xx-xxxxx-xxx,대구,서울시 강남구 ??동,70,37,127,True,좋은 집,1297,1297,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.VL,False,False,True,False,False,True,True,True,True,True,1297,1297,이후에 format 수정
1298,양현준,91,017-260-8853,M,박정훈,055-727-0471,자녀,980107-2055949,xx-xxxxx-xxx,카카오,서울시 강남구 ??동,70,37,127,True,좋은 집,1298,1298,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.APT,False,False,False,False,False,False,False,True,False,True,1298,1298,이후에 format 수정
1299,김준혁,86,052-212-7328,M,김서연,044-660-3481,자녀,590915-1860134,xx-xxxxx-xxx,산업,서울시 강남구 ??동,70,37,127,True,좋은 집,1299,1299,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.OR,False,False,True,True,True,True,False,False,False,False,1299,1299,이후에 format 수정
1300,박서연,81,063-521-2640,M,이은지,032-975-5853,자녀,040419-1531692,xx-xxxxx-xxx,수협,서울시 강남구 ??동,70,37,127,False,좋은 집,1300,1300,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.JT,False,False,True,True,True,True,False,False,True,False,1300,1300,이후에 format 수정
1301,김현정,72,016-392-3461,M,고상현,061-982-8509,자녀,860729-2682535,xx-xxxxx-xxx,신한,서울시 강남구 ??동,70,37,127,True,좋은 집,1301,1301,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.OPST,False,True,False,True,True,True,True,True,True,False,1301,1301,이후에 format 수정
1302,문정자,73,044-140-4269,F,박수빈,054-470-8053,자녀,860103-2321449,xx-xxxxx-xxx,하나,서울시 강남구 ??동,70,37,127,False,좋은 집,1302,1302,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.VL,False,False,True,True,False,True,True,False,False,False,1302,1302,이후에 format 수정
1303,황지원,95,053-030-7161,F,김도윤,070-8498-8869,자녀,100713-1076579,xx-xxxxx-xxx,광주,서울시 강남구 ??동,70,37,127,True,좋은 집,1303,1303,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.OR,True,False,True,False,False,True,False,False,True,False,1303,1303,이후에 format 수정
1304,이수진,77,017-140-0086,M,권성현,061-382-4998,자녀,230326-2616344,xx-xxxxx-xxx,농협,서울시 강남구 ??동,70,37,127,True,좋은 집,1304,1304,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.DDDGG,True,False,True,False,True,True,False,True,True,True,1304,1304,이후에 format 수정
1305,김영희,92,032-055-6734,M,구지현,033-552-5567,자녀,710401-2036757,xx-xxxxx-xxx,경남,서울시 강남구 ??동,70,37,127,True,좋은 집,1305,1305,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.DDDGG,False,True,True,True,False,False,True,True,False,False,1305,1305,이후에 format 수정
1306,박상현,98,017-551-5601,M,이동현,032-341-0548,자녀,700719-2339456,xx-xxxxx-xxx,경남,서울시 강남구 ??동,70,37,127,False,좋은 집,1306,1306,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.DDDGG,True,True,False,False,False,False,False,False,False,True,1306,1306,이후에 format 수정
1307,박진호,71,042-542-4406,M,김상현,019-156-6356,자녀,670805-1418983,xx-xxxxx-xxx,제주,서울시 강남구 ??동,70,37,127,True,좋은 집,1307,1307,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.JT,False,False,True,True,True,False,True,False,False,False,1307,1307,이후에 format 수정
1308,강건우,94,044-025-9087,F,심명숙,044-563-3682,자녀,160420-1335333,xx-xxxxx-xxx,토스,서울시 강남구 ??동,70,37,127,False,좋은 집,1308,1308,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.VL,False,False,True,True,False,False,False,False,True,True,1308,1308,이후에 format 수정
1309,배현정,95,019-736-2994,M,황정수,017-865-6245,자녀,990222-1882122,xx-xxxxx-xxx,씨티,서울시 강남구 ??동,70,37,127,False,좋은 집,1309,1309,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.OR,False,True,True,True,True,True,True,True,True,True,1309,1309,이후에 format 수정
1310,안미경,87,054-959-8081,M,이영식,063-104-0664,자녀,240502-2782875,xx-xxxxx-xxx,카카오,서울시 강남구 ??동,70,37,127,True,좋은 집,1310,1310,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.OPST,False,True,False,False,True,False,False,False,True,True,1310,1310,이후에 format 수정
1311,이정수,83,064-733-8501,F,김지우,062-029-9710,자녀,570400-1710763,xx-xxxxx-xxx,기업,서울시 강남구 ??동,70,37,127,False,좋은 집,1311,1311,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.OPST,False,True,True,True,False,True,False,True,True,False,1311,1311,이후에 format 수정
1312,김은정,70,011-247-7516,M,윤정호,033-212-1221,자녀,290407-2613303,xx-xxxxx-xxx,국민,서울시 강남구 ??동,70,37,127,False,좋은 집,1312,1312,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.DDDGG,False,True,False,True,False,False,True,True,False,False,1312,1312,이후에 format 수정
1313,임상철,69,011-902-1874,M,김영순,043-725-1870,자녀,510727-2291975,xx-xxxxx-xxx,SC제일,서울시 강남구 ??동,70,37,127,False,좋은 집,1313,1313,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.DDDGG,True,False,False,True,True,False,False,True,True,False,1313,1313,이후에 format 수정
1314,김영자,88,070-2861-9575,F,이경숙,018-479-6852,자녀,630521-1051030,xx-xxxxx-xxx,부산,서울시 강남구 ??동,70,37,127,False,좋은 집,1314,1314,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.JT,False,False,False,False,True,True,False,True,True,False,1314,1314,이후에 format 수정
1315,이민석,72,044-781-1461,M,최정희,041-422-2950,자녀,930213-2751420,xx-xxxxx-xxx,제주,서울시 강남구 ??동,70,37,127,False,좋은 집,1315,1315,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.OR,True,False,False,True,False,True,False,True,True,False,1315,1315,이후에 format 수정
1316,이명숙,88,061-167-0403,M,류경자,070-7349-9297,자녀,700713-1368230,xx-xxxxx-xxx,부산,서울시 강남구 ??동,70,37,127,False,좋은 집,1316,1316,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.OR,False,False,False,False,False,True,False,True,True,True,1316,1316,이후에 format 수정
1317,정영환,90,031-807-4671,F,김준영,018-597-6788,자녀,020218-1162212,xx-xxxxx-xxx,산업,서울시 강남구 ??동,70,37,127,True,좋은 집,1317,1317,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.VL,False,False,False,True,True,True,False,True,True,False,1317,1317,이후에 format 수정
1318,이주원,93,017-448-1635,F,김하은,019-029-1653,자녀,400422-1799559,xx-xxxxx-xxx,신한,서울시 강남구 ??동,70,37,127,True,좋은 집,1318,1318,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.JT,False,False,True,True,False,True,False,True,False,True,1318,1318,이후에 format 수정
1319,박서영,83,064-740-4024,M,이예원,031-587-1049,자녀,700926-1504286,xx-xxxxx-xxx,경남,서울시 강남구 ??동,70,37,127,False,좋은 집,1319,1319,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.JT,False,False,False,False,True,False,True,False,True,False,1319,1319,이후에 format 수정
1320,김상호,94,033-766-9053,M,김영미,044-554-8773,자녀,370508-2427839,xx-xxxxx-xxx,SC제일,서울시 강남구 ??동,70,37,127,False,좋은 집,1320,1320,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.OR,False,True,False,True,False,True,False,True,True,False,1320,1320,이후에 format 수정
1321,권상현,98,02-2652-5585,F,이정웅,018-393-7404,자녀,460402-1936844,xx-xxxxx-xxx,케이,서울시 강남구 ??동,70,37,127,True,좋은 집,1321,1321,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.DDDGG,True,False,False,False,False,True,False,False,False,False,1321,1321,이후에 format 수정
1322,김성호,70,070-5619-9408,M,이영일,061-237-4774,자녀,750120-1509064,xx-xxxxx-xxx,경남,서울시 강남구 ??동,70,37,127,False,좋은 집,1322,1322,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.APT,True,False,True,False,False,True,True,False,False,True,1322,1322,이후에 format 수정
1323,이우진,85,061-929-6915,F,김채원,02-4251-6373,자녀,950821-2185718,xx-xxxxx-xxx,카카오,서울시 강남구 ??동,70,37,127,False,좋은 집,1323,1323,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.APT,False,False,True,False,False,False,False,False,True,True,1323,1323,이후에 format 수정
1324,박채원,91,031-468-5440,M,김중수,010-8252-3341,자녀,070629-1489656,xx-xxxxx-xxx,우리,서울시 강남구 ??동,70,37,127,True,좋은 집,1324,1324,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.DDDGG,False,False,True,False,True,False,False,False,False,True,1324,1324,이후에 format 수정
1325,김예원,88,018-487-8054,M,김진우,032-532-5291,자녀,090929-1326034,xx-xxxxx-xxx,카카오,서울시 강남구 ??동,70,37,127,True,좋은 집,1325,1325,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.OPST,False,False,False,True,False,False,False,True,False,True,1325,1325,이후에 format 수정
1326,이선영,93,042-561-5466,M,엄영일,031-655-0146,자녀,380116-2098908,xx-xxxxx-xxx,신한,서울시 강남구 ??동,70,37,127,False,좋은 집,1326,1326,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.DDDGG,False,False,False,False,False,True,False,True,True,True,1326,1326,이후에 format 수정
1327,강정호,85,031-828-1064,F,배준호,02-0190-9383,자녀,330207-1471024,xx-xxxxx-xxx,하나,서울시 강남구 ??동,70,37,127,False,좋은 집,1327,1327,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.VL,False,False,False,True,True,True,False,True,False,False,1327,1327,이후에 format 수정
1328,한건우,74,070-1850-2839,M,김예진,061-044-9553,자녀,300812-2257124,xx-xxxxx-xxx,신한,서울시 강남구 ??동,70,37,127,False,좋은 집,1328,1328,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.VL,False,False,True,False,True,False,False,False,False,True,1328,1328,이후에 format 수정
1329,이민석,81,042-275-9243,F,남영희,019-024-4137,자녀,310705-1410686,xx-xxxxx-xxx,수협,서울시 강남구 ??동,70,37,127,False,좋은 집,1329,1329,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.OPST,False,False,False,True,True,True,True,True,True,True,1329,1329,이후에 format 수정
1330,박준서,97,061-873-4061,F,송민수,052-017-8417,자녀,050327-2835893,xx-xxxxx-xxx,광주,서울시 강남구 ??동,70,37,127,False,좋은 집,1330,1330,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.VL,True,False,False,False,True,False,False,True,False,True,1330,1330,이후에 format 수정
1331,이성호,99,043-868-1892,M,김재현,019-191-3497,자녀,980403-2746640,xx-xxxxx-xxx,기업,서울시 강남구 ??동,70,37,127,True,좋은 집,1331,1331,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.APT,False,False,True,False,False,True,True,False,False,False,1331,1331,이후에 format 수정
1332,김건우,78,062-734-8490,F,홍숙자,02-5285-8144,자녀,490922-2687197,xx-xxxxx-xxx,하나,서울시 강남구 ??동,70,37,127,True,좋은 집,1332,1332,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.JT,False,False,True,False,True,True,True,True,False,True,1332,1332,이후에 format 수정
1333,김은지,66,054-785-9848,F,서영진,061-468-7955,자녀,110901-1051185,xx-xxxxx-xxx,우체국,서울시 강남구 ??동,70,37,127,False,좋은 집,1333,1333,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.APT,False,True,True,False,True,True,True,False,False,False,1333,1333,이후에 format 수정
1334,김현우,65,032-450-2634,M,황상현,041-909-9425,자녀,740809-1343685,xx-xxxxx-xxx,신한,서울시 강남구 ??동,70,37,127,False,좋은 집,1334,1334,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.OR,False,False,True,True,True,False,True,False,False,True,1334,1334,이후에 format 수정
1335,강미숙,82,042-839-8406,F,김하은,063-034-0975,자녀,460001-2343205,xx-xxxxx-xxx,카카오,서울시 강남구 ??동,70,37,127,False,좋은 집,1335,1335,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.OR,False,True,False,True,False,False,True,False,True,False,1335,1335,이후에 format 수정
1336,김영희,90,054-021-6976,F,이준서,043-214-2526,자녀,300704-1817569,xx-xxxxx-xxx,경남,서울시 강남구 ??동,70,37,127,False,좋은 집,1336,1336,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.OPST,False,False,True,True,False,False,True,True,True,True,1336,1336,이후에 format 수정
1337,최준혁,66,019-579-7744,M,이하윤,018-042-2856,자녀,990215-1845877,xx-xxxxx-xxx,전북,서울시 강남구 ??동,70,37,127,False,좋은 집,1337,1337,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.OR,False,False,False,True,False,False,False,False,False,True,1337,1337,이후에 format 수정
1338,박현숙,76,043-741-3612,M,이지은,017-375-7559,자녀,060923-2530187,xx-xxxxx-xxx,카카오,서울시 강남구 ??동,70,37,127,True,좋은 집,1338,1338,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.APT,False,False,True,True,True,True,False,False,True,False,1338,1338,이후에 format 수정
1339,고서연,83,031-234-8353,M,윤영철,042-285-1938,자녀,880124-1454452,xx-xxxxx-xxx,우리,서울시 강남구 ??동,70,37,127,False,좋은 집,1339,1339,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.VL,False,True,True,False,True,False,False,True,True,False,1339,1339,이후에 format 수정
1340,김준서,79,011-214-4177,F,이영길,053-380-0851,자녀,520722-2816440,xx-xxxxx-xxx,신한,서울시 강남구 ??동,70,37,127,True,좋은 집,1340,1340,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.JT,False,False,True,True,True,False,False,True,True,False,1340,1340,이후에 format 수정
1341,김준서,71,042-401-8922,M,김민서,054-992-6148,자녀,240506-1593337,xx-xxxxx-xxx,씨티,서울시 강남구 ??동,70,37,127,True,좋은 집,1341,1341,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.VL,False,True,False,False,True,False,True,False,False,False,1341,1341,이후에 format 수정
1342,서준호,79,016-597-9030,F,이준영,02-7539-1865,자녀,150805-1990516,xx-xxxxx-xxx,씨티,서울시 강남구 ??동,70,37,127,True,좋은 집,1342,1342,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.OR,False,False,True,True,False,True,False,False,False,True,1342,1342,이후에 format 수정
1343,장영진,70,011-201-5955,F,이예지,031-849-8746,자녀,290528-1824560,xx-xxxxx-xxx,농협,서울시 강남구 ??동,70,37,127,True,좋은 집,1343,1343,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.DDDGG,False,False,False,False,False,True,True,True,True,True,1343,1343,이후에 format 수정
1344,송지은,70,061-915-0647,M,이현준,019-906-4464,자녀,010203-2238956,xx-xxxxx-xxx,전북,서울시 강남구 ??동,70,37,127,False,좋은 집,1344,1344,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.APT,False,False,True,False,True,True,False,False,False,True,1344,1344,이후에 format 수정
1345,최수빈,80,032-524-1117,F,김경희,032-849-6750,자녀,730007-2534622,xx-xxxxx-xxx,국민,서울시 강남구 ??동,70,37,127,True,좋은 집,1345,1345,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.JT,False,False,True,False,False,True,False,True,False,True,1345,1345,이후에 format 수정
1346,김경자,86,017-484-7495,F,오시우,061-287-4589,자녀,870219-2207733,xx-xxxxx-xxx,토스,서울시 강남구 ??동,70,37,127,True,좋은 집,1346,1346,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.JT,False,True,True,True,False,True,True,False,True,True,1346,1346,이후에 format 수정
1347,노명숙,86,044-641-7937,F,이윤서,033-071-7897,자녀,030217-2387450,xx-xxxxx-xxx,부산,서울시 강남구 ??동,70,37,127,False,좋은 집,1347,1347,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.OPST,False,False,True,False,True,False,False,True,False,True,1347,1347,이후에 format 수정
1348,이성민,89,016-231-4529,F,손승민,062-125-6792,자녀,830321-2387673,xx-xxxxx-xxx,씨티,서울시 강남구 ??동,70,37,127,False,좋은 집,1348,1348,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.OPST,False,False,True,True,True,True,True,False,False,False,1348,1348,이후에 format 수정
1349,송성현,99,011-043-3830,F,하채원,070-1234-8131,자녀,600218-2400269,xx-xxxxx-xxx,씨티,서울시 강남구 ??동,70,37,127,False,좋은 집,1349,1349,False,False,False,False,True,False,False,True,True,True,False,True,True,True,BuildingType.OR,True,False,False,True,True,False,True,True,False,True,1349,1349,이후에 format 수정
